job;marital;education;default;housing;loan;month;day_of_week;campaign;cons.conf.idx;euribor3m;nr.employed;y;log_age;log_duration
6;0;1;0;1;0;2;1;1;-42.0;4.12;5195.8;0;3.8918202981106265;6.366470447731438
5;0;3;1;0;0;4;4;10;-42.7;4.968;5228.1;0;3.7376696182833684;6.580639137284949
2;1;2;1;0;0;5;0;2;-36.1;4.966;5228.1;0;3.367295829986474;4.955827057601261
5;0;3;0;0;2;0;0;3;-36.4;4.855;5191.0;0;3.5263605246161616;5.4116460518550396
3;2;2;0;0;0;0;2;1;-46.2;1.299;5099.1;0;3.9318256327243257;5.356586274672012
0;2;0;0;1;0;0;3;1;-46.2;1.344;5099.1;0;3.8501476017100584;5.68697535633982
5;0;0;0;0;0;4;2;2;-42.7;4.96;5228.1;0;3.332204510175204;5.4638318050256105
5;1;2;0;0;0;8;1;1;-49.5;1.043;4963.6;1;3.295836866004329;5.214935757608986
11;1;1;0;1;0;5;4;1;-38.3;0.904;4991.6;0;3.4011973816621555;5.298317366548036
0;0;4;0;0;0;0;1;1;-46.2;1.281;5099.1;0;3.7376696182833684;5.147494476813453
2;1;2;0;0;0;1;1;2;-41.8;4.962;5228.1;0;3.6375861597263857;5.247024072160486
2;0;2;0;0;2;7;2;1;-47.1;1.405;5099.1;0;3.367295829986474;5.501258210544727
8;0;5;0;0;0;0;1;1;-46.2;1.281;5099.1;0;3.784189633918261;3.4339872044851463
7;0;1;0;2;1;5;4;2;-36.1;4.968;5228.1;0;4.07753744390572;5.318119993844216
6;1;0;0;0;0;2;4;3;-42.0;4.076;5195.8;0;3.8066624897703196;5.10594547390058
6;0;2;1;1;2;1;4;1;-41.8;4.955;5228.1;0;3.9318256327243257;4.532599493153256
1;0;1;0;0;2;0;2;2;-36.4;4.857;5191.0;0;3.332204510175204;4.736198448394496
5;0;2;0;0;2;5;1;2;-36.1;4.964;5228.1;0;3.367295829986474;4.543294782270004
5;1;3;0;0;0;7;4;2;-47.1;1.483;5099.1;0;3.332204510175204;6.1675164908883415
5;1;3;0;0;0;0;1;2;-46.2;1.281;5099.1;0;3.367295829986474;5.442417710521793
2;1;1;1;0;0;1;2;3;-41.8;4.865;5228.1;0;3.6888794541139363;4.955827057601261
0;0;5;0;0;0;0;2;2;-46.2;1.244;5099.1;0;3.7612001156935624;5.3981627015177525
6;0;2;0;1;2;4;3;1;-42.7;4.961;5228.1;0;3.9889840465642745;5.384495062789089
2;0;2;0;0;0;0;2;5;-46.2;1.354;5099.1;0;3.7376696182833684;5.91350300563827
1;0;1;0;1;0;0;2;1;-46.2;1.244;5099.1;0;4.007333185232471;5.817111159963204
0;1;5;1;1;0;4;1;1;-42.7;4.962;5228.1;0;3.8918202981106265;4.795790545596741
1;0;3;1;0;2;5;2;3;-36.1;4.965;5228.1;0;3.9512437185814275;4.430816798843313
2;0;1;0;1;0;5;0;8;-36.1;4.966;5228.1;0;3.4657359027997265;3.9512437185814275
2;1;2;0;0;2;4;2;3;-42.7;4.96;5228.1;0;3.1354942159291497;4.23410650459726
5;0;3;0;0;2;2;4;7;-42.0;4.076;5195.8;0;3.5263605246161616;3.7376696182833684
1;0;1;0;1;0;4;1;3;-42.7;4.963;5228.1;0;3.58351893845611;4.584967478670572
2;1;2;1;1;0;5;4;2;-36.1;4.968;5228.1;0;3.9889840465642745;5.384495062789089
1;2;0;0;0;0;0;4;1;-36.4;4.86;5191.0;0;3.6635616461296463;3.9318256327243257
8;2;5;0;1;0;3;3;1;-37.5;0.877;4963.6;0;3.912023005428146;4.04305126783455
1;1;1;0;0;0;1;2;2;-40.8;1.26;5076.2;1;3.4011973816621555;5.198497031265826
0;0;0;0;1;2;0;4;1;-36.4;4.855;5191.0;0;3.295836866004329;7.064759027791802
2;2;2;0;0;0;0;4;4;-36.4;4.86;5191.0;0;3.4657359027997265;4.990432586778736
5;0;2;1;1;0;1;2;4;-41.8;4.96;5228.1;0;3.9889840465642745;4.2626798770413155
0;0;5;1;2;1;4;1;1;-42.7;4.962;5228.1;0;3.6888794541139363;4.90527477843843
0;0;3;1;0;0;0;4;1;-46.2;1.327;5099.1;0;3.912023005428146;5.056245805348308
5;1;3;0;2;1;0;2;2;-46.2;1.299;5099.1;0;3.5553480614894135;4.983606621708336
2;1;2;0;0;0;3;3;1;-37.5;0.881;4963.6;0;3.258096538021482;5.872117789475416
2;1;2;0;0;0;5;1;1;-36.1;4.965;5228.1;0;3.8066624897703196;4.59511985013459
5;0;1;0;1;0;0;3;1;-36.4;4.856;5191.0;0;3.332204510175204;5.19295685089021
0;1;5;0;0;0;0;2;2;-36.4;4.857;5191.0;0;3.332204510175204;4.61512051684126
5;0;3;0;1;0;0;0;2;-36.4;4.859;5191.0;0;3.912023005428146;4.795790545596741
2;1;2;0;1;0;5;0;1;-36.1;4.964;5228.1;0;3.5263605246161616;4.736198448394496
0;0;5;1;1;0;4;3;5;-42.7;4.961;5228.1;0;4.02535169073515;5.908082938168931
3;0;5;0;1;0;4;3;4;-42.7;4.961;5228.1;0;3.367295829986474;4.634728988229636
2;0;2;0;1;0;5;1;2;-36.1;4.965;5228.1;0;4.060443010546419;5.4510384535657
0;0;5;0;1;0;0;2;3;-46.2;1.299;5099.1;0;3.828641396489095;6.154858094016418
0;2;0;0;1;2;0;3;1;-36.4;4.856;5191.0;0;3.5553480614894135;4.875197323201151
6;0;2;1;0;0;0;4;1;-46.2;1.327;5099.1;0;3.5263605246161616;5.638354669333745
2;1;1;0;1;0;7;0;1;-47.1;1.405;5099.1;0;3.6635616461296463;5.6937321388027
6;0;6;0;0;0;2;4;1;-42.0;4.076;5195.8;0;3.6888794541139363;5.10594547390058
2;0;2;0;0;2;5;3;1;-36.1;4.966;5228.1;0;3.6888794541139363;4.762173934797756
0;0;5;1;0;2;4;4;5;-42.7;4.962;5228.1;0;3.9889840465642745;4.2626798770413155
2;1;2;0;1;0;1;2;2;-40.8;1.26;5076.2;0;3.2188758248682006;4.543294782270004
9;0;3;0;0;0;3;0;3;-29.8;0.773;5017.5;0;3.6888794541139363;5.043425116919247
0;0;5;1;1;0;1;4;3;-41.8;4.958;5228.1;0;3.8918202981106265;4.204692619390966
2;0;6;0;0;0;3;4;1;-37.5;0.879;4963.6;0;3.713572066704308;5.429345628954441
2;0;1;0;1;0;4;2;2;-42.7;4.96;5228.1;0;3.4657359027997265;6.3080984415095305
2;2;2;0;1;0;1;0;2;-41.8;4.959;5228.1;0;3.784189633918261;3.6635616461296463
2;0;2;0;1;0;4;2;3;-42.7;4.96;5228.1;1;3.713572066704308;7.215239978730097
5;1;2;0;0;2;5;3;2;-36.1;4.966;5228.1;0;3.4011973816621555;6.07073772800249
0;1;0;0;0;0;0;3;1;-46.2;1.344;5099.1;0;3.295836866004329;5.863631175598097
0;0;5;0;0;0;0;1;3;-36.4;4.856;5191.0;0;3.713572066704308;5.0238805208462765
0;0;0;1;0;0;0;1;1;-46.2;1.281;5099.1;0;3.58351893845611;3.6375861597263857
3;0;3;0;0;2;2;3;1;-42.0;4.153;5195.8;0;3.9889840465642745;4.897839799950911
0;1;3;0;1;0;0;3;1;-40.0;0.668;5008.7;0;3.4011973816621555;5.10594547390058
11;1;6;1;0;0;5;0;1;-31.4;0.825;5076.2;0;3.2188758248682006;4.394449154672439
6;0;1;0;1;0;2;4;2;-42.0;4.076;5195.8;0;3.7376696182833684;4.07753744390572
1;2;0;0;0;0;0;3;2;-46.2;1.291;5099.1;0;3.58351893845611;5.541263545158426
2;0;2;1;0;0;0;3;6;-36.4;4.857;5191.0;0;3.8066624897703196;4.59511985013459
5;0;2;1;1;0;0;4;2;-36.4;4.855;5191.0;0;3.6375861597263857;5.54907608489522
2;1;3;0;1;0;0;2;1;-36.4;4.857;5191.0;0;3.6375861597263857;5.075173815233827
0;0;5;0;1;0;1;0;2;-41.8;4.967;5228.1;0;3.5263605246161616;4.356708826689592
2;0;0;1;1;0;0;1;3;-46.2;1.334;5099.1;0;3.784189633918261;5.37989735354046
1;1;0;0;1;0;0;3;1;-46.2;1.344;5099.1;0;3.6109179126442243;3.6109179126442243
0;1;0;0;1;0;0;3;3;-36.4;4.856;5191.0;1;3.6635616461296463;6.476972362889683
2;0;2;0;1;0;4;2;1;-42.7;4.96;5228.1;0;4.04305126783455;5.438079308923196
5;0;3;1;0;0;4;1;4;-42.7;4.963;5228.1;0;3.5263605246161616;4.1588830833596715
2;0;6;0;1;0;1;2;1;-41.8;4.865;5228.1;0;3.2188758248682006;4.718498871295094
2;0;1;0;0;0;7;4;2;-47.1;1.435;5099.1;0;3.9512437185814275;5.0238805208462765
5;1;1;0;1;0;0;4;1;-46.2;1.266;5099.1;0;3.1354942159291497;4.6443908991413725
5;0;5;1;1;0;0;3;1;-36.4;4.857;5191.0;0;4.04305126783455;4.61512051684126
2;0;2;0;1;0;2;0;1;-42.0;4.021;5195.8;0;3.912023005428146;5.327876168789581
5;0;3;0;1;2;1;2;1;-41.8;4.865;5228.1;0;3.828641396489095;4.143134726391533
0;1;5;1;1;0;0;1;3;-36.4;4.858;5191.0;0;3.7612001156935624;5.82600010738045
6;2;2;0;1;0;2;2;2;-42.0;4.191;5195.8;0;3.6375861597263857;4.912654885736052
2;1;4;0;0;2;0;2;2;-36.4;4.857;5191.0;0;3.970291913552122;4.997212273764115
4;3;2;0;1;0;2;4;1;-42.0;4.076;5195.8;0;3.5553480614894135;5.3981627015177525
1;0;1;0;1;0;4;3;1;-42.7;4.962;5228.1;0;3.332204510175204;5.666426688112432
0;1;0;0;0;0;0;1;1;-36.4;4.859;5191.0;0;3.2188758248682006;5.043425116919247
1;2;1;1;1;0;0;4;5;-36.4;4.86;5191.0;0;4.02535169073515;5.739792912179234
1;1;1;0;0;0;1;4;5;-41.8;4.961;5228.1;0;3.4965075614664802;5.786897381366708
8;1;3;1;0;2;5;3;1;-36.1;4.966;5228.1;0;3.4339872044851463;5.3612921657094255
2;2;2;0;1;0;5;4;1;-38.3;0.904;4991.6;1;3.871201010907891;6.298949246855942
4;2;2;0;0;2;1;2;1;-41.8;4.961;5228.1;0;3.8066624897703196;5.153291594497779
0;0;0;0;0;0;8;0;1;-26.9;0.72;5017.5;0;3.1780538303479458;5.075173815233827
0;0;0;0;0;2;0;3;1;-46.2;1.291;5099.1;0;3.4965075614664802;5.831882477283517
2;0;1;1;1;0;7;2;4;-47.1;1.405;5099.1;0;3.6375861597263857;4.795790545596741
8;0;5;1;1;2;5;2;1;-36.1;4.97;5228.1;0;3.871201010907891;4.997212273764115
3;0;0;1;1;0;0;0;5;-46.2;1.25;5099.1;0;3.332204510175204;3.091042453358316
4;0;5;1;2;1;0;1;3;-36.4;4.856;5191.0;0;3.912023005428146;5.030437921392435
2;0;2;0;0;2;1;1;3;-41.8;4.958;5228.1;0;3.367295829986474;5.638354669333745
0;0;4;0;1;0;0;2;3;-36.4;4.857;5191.0;0;3.6375861597263857;5.176149732573829
11;1;6;0;0;2;5;1;1;-38.3;0.9;4991.6;0;2.8903717578961645;5.6937321388027
9;0;0;0;0;0;0;1;1;-46.2;1.281;5099.1;0;3.4339872044851463;3.7612001156935624
0;0;0;0;0;0;4;1;5;-42.7;4.963;5228.1;0;3.5263605246161616;6.18826412308259
2;0;2;0;0;0;1;3;9;-41.8;4.961;5228.1;0;3.6375861597263857;3.7612001156935624
5;2;6;0;0;2;0;1;1;-36.4;4.856;5191.0;0;3.5553480614894135;6.068425588244111
7;2;3;0;1;0;5;2;1;-38.3;0.898;4991.6;0;4.343805421853684;5.552959584921617
0;1;0;1;0;2;4;3;1;-42.7;4.961;5228.1;0;3.367295829986474;6.2766434893416445
6;0;2;0;1;2;4;0;2;-42.7;4.962;5228.1;0;3.828641396489095;5.030437921392435
11;1;1;0;0;2;1;1;2;-39.8;0.767;4991.6;1;3.044522437723423;5.655991810819852
6;0;2;0;1;0;5;2;1;-31.4;0.861;5076.2;0;3.7612001156935624;4.31748811353631
2;0;0;1;1;0;4;4;2;-42.7;4.958;5228.1;0;3.7612001156935624;5.683579767338681
11;1;6;0;0;0;1;3;1;-41.8;4.961;5228.1;0;3.6635616461296463;5.905361848054571
5;1;2;0;1;2;4;0;2;-42.7;4.963;5228.1;0;3.784189633918261;5.429345628954441
1;1;1;0;0;0;0;1;1;-46.2;1.281;5099.1;0;3.4657359027997265;3.970291913552122
4;1;1;1;1;0;0;1;1;-46.2;1.281;5099.1;0;3.7612001156935624;4.3694478524670215
1;0;1;0;1;0;3;3;1;-37.5;0.881;4963.6;0;3.871201010907891;2.3978952727983707
0;1;4;0;1;0;0;0;1;-36.4;4.855;5191.0;0;3.332204510175204;6.322565239927284
0;0;0;0;0;2;0;1;1;-46.2;1.281;5099.1;0;3.58351893845611;4.007333185232471
4;2;0;0;0;0;2;4;5;-42.0;4.076;5195.8;0;3.9512437185814275;3.258096538021482
1;1;1;0;0;0;0;4;3;-46.2;1.327;5099.1;0;3.5263605246161616;6.293419278846481
2;0;1;0;0;0;0;2;4;-36.4;4.857;5191.0;0;3.6109179126442243;4.74493212836325
2;1;2;0;1;0;0;1;1;-46.2;1.334;5099.1;0;3.2188758248682006;4.61512051684126
5;2;3;0;1;0;5;3;1;-36.1;4.968;5228.1;0;3.871201010907891;4.23410650459726
4;1;3;0;0;0;0;2;4;-36.4;4.857;5191.0;0;3.58351893845611;4.727387818712341
5;1;3;0;1;0;0;3;1;-36.4;4.857;5191.0;0;3.295836866004329;4.997212273764115
0;0;0;0;0;0;7;2;2;-47.1;1.405;5099.1;0;3.5263605246161616;5.017279836814924
1;0;1;0;0;2;7;0;1;-47.1;1.405;5099.1;0;3.7376696182833684;4.290459441148391
0;0;0;1;0;0;4;4;1;-42.7;4.958;5228.1;0;3.6109179126442243;4.762173934797756
0;0;0;1;1;0;1;4;2;-41.8;4.866;5228.1;0;3.713572066704308;4.955827057601261
0;0;0;1;0;0;2;3;1;-42.0;4.153;5195.8;0;3.9318256327243257;4.127134385045092
2;0;1;1;1;0;4;4;3;-42.7;4.968;5228.1;0;3.295836866004329;4.430816798843313
2;1;2;0;0;0;4;0;1;-42.7;4.957;5228.1;0;3.5553480614894135;5.293304824724492
1;2;1;0;0;2;2;2;1;-42.0;4.191;5195.8;0;3.4339872044851463;4.499809670330265
0;1;0;0;0;0;3;2;1;-37.5;0.879;4963.6;0;3.4339872044851463;1.6094379124341003
0;0;0;0;1;0;4;3;6;-42.7;4.961;5228.1;0;3.4339872044851463;5.634789603169249
10;0;6;0;0;0;5;0;4;-38.3;0.905;4991.6;1;4.1588830833596715;5.476463551931511
6;0;2;0;0;0;0;3;6;-46.2;1.344;5099.1;0;3.4965075614664802;3.5553480614894135
0;0;5;1;0;0;7;0;2;-47.1;1.405;5099.1;0;3.713572066704308;5.0106352940962555
2;1;1;0;1;0;1;3;1;-41.8;4.961;5228.1;0;3.5263605246161616;6.0473721790462776
2;0;0;0;0;0;2;1;1;-42.0;4.12;5195.8;0;3.713572066704308;4.90527477843843
0;0;4;0;0;0;2;1;1;-42.0;4.12;5195.8;0;3.58351893845611;4.248495242049359
7;0;3;1;0;0;1;1;8;-41.8;4.959;5228.1;0;4.07753744390572;4.07753744390572
6;0;0;0;0;0;1;3;3;-41.8;4.864;5228.1;1;4.02535169073515;6.846943139585379
7;0;3;0;1;0;0;4;3;-36.4;4.86;5191.0;0;4.07753744390572;6.045005314036012
2;1;2;0;2;1;2;0;1;-42.0;4.021;5195.8;0;3.4657359027997265;4.07753744390572
5;0;0;0;0;0;0;3;3;-36.4;4.857;5191.0;0;3.6888794541139363;3.5263605246161616
2;0;3;0;0;0;0;3;2;-36.4;4.856;5191.0;0;3.5263605246161616;5.5134287461649825
10;0;6;0;1;0;5;2;2;-36.1;4.97;5228.1;0;3.713572066704308;5.552959584921617
2;1;1;0;1;0;4;2;1;-42.7;4.96;5228.1;0;3.4965075614664802;3.4339872044851463
5;1;1;0;0;2;5;1;2;-36.1;4.967;5228.1;0;3.4339872044851463;4.727387818712341
0;2;0;0;0;0;0;1;4;-46.2;1.281;5099.1;0;3.367295829986474;5.123963979403259
2;1;0;1;0;0;1;1;5;-41.8;4.962;5228.1;0;3.6375861597263857;5.5093883366279774
2;1;1;0;0;2;6;1;1;-50.0;1.602;5099.1;1;3.1780538303479458;5.4116460518550396
2;0;1;0;0;2;0;4;1;-46.2;1.266;5099.1;0;3.295836866004329;5.303304908059076
0;0;1;0;1;0;0;0;1;-46.2;1.313;5099.1;0;3.4657359027997265;5.765191102784844
2;0;1;0;0;0;4;0;2;-42.7;4.963;5228.1;0;3.8918202981106265;4.07753744390572
5;2;0;0;1;0;4;1;1;-42.7;4.962;5228.1;0;3.58351893845611;5.918893854273146
0;1;0;1;0;0;4;4;1;-42.7;4.963;5228.1;0;3.828641396489095;5.043425116919247
1;2;1;0;0;0;0;3;1;-36.4;4.857;5191.0;0;3.8501476017100584;5.746203190540153
1;0;1;1;0;2;0;4;3;-36.4;4.86;5191.0;0;3.6109179126442243;4.290459441148391
1;0;1;0;2;1;0;4;2;-46.2;1.327;5099.1;0;3.4339872044851463;6.366470447731438
5;0;2;0;0;2;0;3;4;-36.4;4.856;5191.0;0;3.58351893845611;5.44673737166631
3;0;1;0;0;0;2;1;1;-42.0;4.12;5195.8;0;3.4657359027997265;4.605170185988092
6;0;2;0;0;0;1;1;1;-40.8;1.26;5076.2;0;3.9889840465642745;3.7376696182833684
0;0;0;0;1;2;0;0;1;-36.4;4.855;5191.0;1;3.9318256327243257;6.481577129276431
5;2;2;0;0;0;4;1;1;-42.7;4.962;5228.1;0;3.332204510175204;4.912654885736052
6;0;2;0;1;0;0;2;1;-46.2;1.264;5099.1;1;3.9889840465642745;5.983936280687191
2;0;4;0;1;0;0;0;1;-46.2;1.259;5099.1;0;4.04305126783455;5.556828061699537
9;0;3;0;1;0;1;0;1;-40.8;1.268;5076.2;0;3.8918202981106265;5.75890177387728
0;0;4;1;0;0;0;1;3;-36.4;4.857;5191.0;0;3.8066624897703196;5.056245805348308
6;0;2;1;0;2;7;3;8;-47.1;1.423;5099.1;0;3.4965075614664802;5.552959584921617
1;0;2;0;1;0;0;0;1;-46.2;1.25;5099.1;0;3.970291913552122;4.912654885736052
11;1;0;0;0;0;6;2;2;-50.0;1.811;5099.1;1;3.258096538021482;7.277247726631484
5;0;2;0;1;0;5;4;2;-36.1;4.964;5228.1;0;3.4339872044851463;4.02535169073515
0;0;0;0;0;0;0;3;3;-36.4;4.856;5191.0;0;3.4657359027997265;6.906754778648554
5;0;1;1;1;0;4;4;1;-42.7;4.958;5228.1;0;3.367295829986474;5.771441123130016
5;1;1;0;1;0;5;3;1;-36.1;4.966;5228.1;0;3.4339872044851463;5.25227342804663
11;1;6;0;1;0;0;2;4;-46.2;1.299;5099.1;0;3.367295829986474;7.04141166379481
0;0;0;1;1;2;0;1;3;-36.4;4.857;5191.0;0;3.8918202981106265;6.502790045915623
2;1;2;0;0;2;0;3;7;-46.2;1.291;5099.1;0;3.258096538021482;2.70805020110221
0;0;6;1;1;2;0;1;1;-36.4;4.859;5191.0;0;3.7612001156935624;4.290459441148391
7;0;0;0;0;2;0;1;4;-36.4;4.856;5191.0;0;4.02535169073515;4.2626798770413155
2;1;2;0;0;0;5;4;3;-36.1;4.968;5228.1;0;3.367295829986474;5.429345628954441
5;0;0;0;0;0;2;1;5;-42.0;4.12;5195.8;0;3.4339872044851463;2.833213344056216
0;0;0;1;0;0;4;3;3;-42.7;4.961;5228.1;0;3.912023005428146;5.3706380281276624
5;0;3;0;0;0;4;3;6;-42.7;4.955;5228.1;0;3.6109179126442243;5.488937726156687
0;0;5;1;0;2;0;2;1;-36.4;4.857;5191.0;0;3.7376696182833684;4.653960350157523
1;0;0;1;0;0;2;2;1;-42.0;4.191;5195.8;0;3.4011973816621555;5.342334251964811
0;0;4;1;0;0;4;4;3;-42.7;4.958;5228.1;0;3.2188758248682006;4.07753744390572
3;0;1;1;1;0;2;4;1;-42.0;4.076;5195.8;0;3.6109179126442243;4.219507705176107
3;0;1;0;0;0;2;1;3;-42.0;4.12;5195.8;0;3.4011973816621555;5.099866427824199
0;0;4;1;0;2;0;0;2;-36.4;4.855;5191.0;1;3.4965075614664802;7.0317412587631285
5;0;2;0;1;0;0;1;2;-36.4;4.857;5191.0;0;3.58351893845611;4.983606621708336
1;0;1;0;1;0;0;3;3;-36.4;4.857;5191.0;0;3.828641396489095;4.0943445622221
9;0;4;0;1;0;1;4;2;-40.8;1.26;5076.2;1;3.9318256327243257;5.634789603169249
5;1;3;0;0;0;5;3;2;-36.1;4.966;5228.1;1;3.4965075614664802;5.981414211254481
3;0;6;0;1;0;0;0;3;-36.4;4.855;5191.0;0;3.258096538021482;5.267858159063328
0;2;1;1;1;0;0;4;6;-36.4;4.86;5191.0;0;3.6888794541139363;5.043425116919247
0;1;1;0;1;0;0;0;3;-46.2;1.25;5099.1;1;3.2188758248682006;6.97354301952014
6;0;0;1;1;0;0;0;1;-36.4;4.855;5191.0;1;3.6375861597263857;6.648984550024776
2;1;2;0;1;0;0;2;1;-46.2;1.264;5099.1;1;3.9889840465642745;5.820082930352362
2;0;4;0;0;0;4;1;1;-42.7;4.963;5228.1;0;3.912023005428146;4.919980925828125
6;0;2;0;0;0;0;2;6;-46.2;1.354;5099.1;0;3.58351893845611;1.9459101490553132
2;1;2;0;0;0;5;0;2;-36.1;4.963;5228.1;0;3.7612001156935624;5.3612921657094255
6;2;2;1;1;0;7;2;2;-47.1;1.405;5099.1;0;4.04305126783455;5.7745515455444085
0;0;5;0;1;0;0;1;1;-46.2;1.334;5099.1;0;3.6375861597263857;5.081404364984463
2;1;1;0;0;0;0;0;2;-36.4;4.855;5191.0;0;3.295836866004329;4.919980925828125
6;0;2;0;0;0;2;1;1;-42.0;4.12;5195.8;0;3.5553480614894135;5.991464547107982
5;1;1;0;0;0;4;3;2;-42.7;4.961;5228.1;0;3.332204510175204;4.820281565605037
2;0;2;1;0;0;5;0;1;-36.1;4.966;5228.1;0;4.04305126783455;5.081404364984463
0;0;5;1;1;0;2;4;5;-42.0;4.076;5195.8;0;3.6888794541139363;3.091042453358316
0;0;4;0;1;2;4;3;2;-42.7;4.961;5228.1;0;3.7612001156935624;5.2832037287379885
5;2;3;0;0;0;7;0;1;-47.1;1.405;5099.1;0;3.5263605246161616;4.804021044733257
7;0;6;0;1;0;8;4;2;-26.9;0.722;5017.5;0;4.204692619390966;4.941642422609304
2;2;1;0;0;0;2;2;1;-42.0;4.191;5195.8;0;3.871201010907891;5.733341276897746
2;1;1;0;0;2;0;3;4;-46.2;1.291;5099.1;0;3.5553480614894135;5.298317366548036
2;1;1;0;0;0;4;4;1;-42.7;4.963;5228.1;0;3.2188758248682006;4.634728988229636
5;0;3;0;0;2;0;4;2;-46.2;1.266;5099.1;0;3.7376696182833684;3.912023005428146
2;2;2;0;0;0;0;2;2;-36.4;4.857;5191.0;0;3.8501476017100584;5.337538079701318
3;0;2;0;0;0;2;0;2;-42.0;4.021;5195.8;0;3.8918202981106265;2.5649493574615367
2;1;0;0;0;0;0;3;1;-46.2;1.291;5099.1;1;3.58351893845611;6.126869184114185
5;0;3;0;1;0;1;2;3;-41.8;4.865;5228.1;0;3.5553480614894135;5.298317366548036
0;0;5;0;0;0;2;2;1;-42.0;4.191;5195.8;0;3.367295829986474;4.844187086458591
5;0;3;1;1;0;1;0;3;-41.8;4.967;5228.1;0;3.8066624897703196;4.820281565605037
0;0;4;0;0;0;0;0;1;-36.4;4.859;5191.0;0;3.970291913552122;4.553876891600541
2;0;2;0;1;2;5;2;3;-36.1;4.965;5228.1;0;3.713572066704308;4.736198448394496
6;0;0;0;1;2;0;1;2;-36.4;4.858;5191.0;0;3.4339872044851463;5.081404364984463
1;0;1;0;1;0;0;1;3;-46.2;1.334;5099.1;0;3.828641396489095;5.159055299214529
0;0;1;1;1;0;0;1;4;-36.4;4.858;5191.0;0;3.58351893845611;6.569481420414296
0;1;3;0;1;0;1;4;1;-41.8;4.866;5228.1;0;3.7612001156935624;4.890349128221754
3;0;0;1;0;0;0;3;1;-36.4;4.856;5191.0;0;3.871201010907891;5.303304908059076
1;0;1;0;2;1;0;4;2;-46.2;1.327;5099.1;0;3.4339872044851463;5.3706380281276624
1;1;1;0;0;2;7;4;2;-47.1;1.435;5099.1;0;3.044522437723423;6.709304340258298
1;0;1;1;1;0;0;0;1;-46.2;1.25;5099.1;0;4.02535169073515;5.736572297479192
6;0;4;0;1;0;1;1;3;-41.8;4.962;5228.1;0;3.9889840465642745;5.541263545158426
1;0;1;1;1;0;2;3;2;-42.0;4.153;5195.8;0;3.784189633918261;3.7612001156935624
9;0;2;0;1;0;5;3;1;-36.1;4.963;5228.1;0;3.4339872044851463;4.51085950651685
2;0;2;0;1;0;5;3;2;-31.4;0.859;5076.2;1;3.912023005428146;6.375024819828097
4;1;2;0;0;0;1;1;2;-40.8;1.244;5076.2;0;3.258096538021482;5.198497031265826
1;1;0;0;0;0;0;0;2;-36.4;4.859;5191.0;0;3.6109179126442243;5.768320995793772
9;3;2;0;1;0;1;3;1;-40.8;1.262;5076.2;0;3.6109179126442243;4.605170185988092
1;0;6;1;1;0;0;3;1;-36.4;4.856;5191.0;0;3.912023005428146;4.969813299576001
2;0;2;0;0;0;5;3;5;-36.1;4.965;5228.1;0;3.8501476017100584;6.481577129276431
0;1;0;0;1;0;0;1;1;-46.2;1.334;5099.1;0;3.713572066704308;4.852030263919617
1;0;0;0;1;2;1;0;2;-40.8;1.224;5076.2;0;3.6375861597263857;5.176149732573829
5;0;3;0;1;0;4;3;1;-40.3;0.876;4991.6;0;3.871201010907891;5.662960480135946
0;0;5;1;0;0;0;3;2;-36.4;4.856;5191.0;0;3.828641396489095;6.338594078203183
4;0;0;1;0;0;0;3;2;-36.4;4.856;5191.0;0;3.871201010907891;5.762051382780177
10;2;1;1;0;0;0;1;3;-36.4;4.857;5191.0;0;3.6375861597263857;4.672828834461906
2;0;2;0;0;0;5;3;2;-36.1;4.965;5228.1;0;3.6375861597263857;6.617402977974478
7;0;5;1;1;2;4;3;4;-42.7;4.961;5228.1;0;4.007333185232471;6.395261598115449
2;0;1;0;0;2;4;2;3;-42.7;4.962;5228.1;0;3.295836866004329;4.61512051684126
0;1;0;0;1;0;1;2;1;-41.8;4.961;5228.1;0;3.367295829986474;6.018593214496234
1;2;5;0;1;0;4;3;2;-42.7;4.961;5228.1;0;3.8501476017100584;5.003946305945459
11;1;5;1;0;0;0;4;3;-36.4;4.86;5191.0;0;3.5263605246161616;7.077498053569231
1;2;1;1;1;0;0;3;2;-46.2;1.344;5099.1;0;3.9318256327243257;5.986452005284438
2;2;2;0;0;2;5;1;1;-36.1;4.967;5228.1;0;3.6888794541139363;4.174387269895637
2;0;1;0;0;0;1;2;1;-41.8;4.865;5228.1;0;3.6375861597263857;5.1298987149230735
0;0;5;0;1;0;0;2;1;-46.2;1.299;5099.1;0;3.7376696182833684;5.356586274672012
9;1;2;0;0;2;4;1;3;-42.7;4.963;5228.1;0;3.4011973816621555;5.583496308781699
1;0;1;1;1;0;0;2;1;-36.4;4.857;5191.0;0;3.58351893845611;6.056784013228625
2;1;1;0;1;2;1;1;1;-41.8;4.962;5228.1;0;3.4965075614664802;4.727387818712341
6;0;2;0;1;0;7;2;3;-47.1;1.405;5099.1;0;3.8501476017100584;3.9318256327243257
2;0;2;0;0;0;3;4;2;-37.5;0.878;4963.6;1;3.4965075614664802;5.605802066295998
1;1;0;0;0;0;4;1;3;-42.7;4.963;5228.1;0;3.4011973816621555;3.091042453358316
2;0;1;0;1;0;0;1;2;-36.4;4.858;5191.0;0;3.9889840465642745;4.189654742026425
2;0;0;0;1;0;2;4;1;-42.0;4.076;5195.8;0;3.8501476017100584;5.099866427824199
